id,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1
3741,U,1,17837,4,2,45,10,17,1,0,0,0
3742,U,1,17837,4,3,43.5,15,18,0,0,1,0
3743,M,0,17847,4,1,36,31,4,0,0,0,0
3744,M,0,17847,4,1,24.5,13,11,0,0,0,0
3745,M,0,17889,4,2,79.5,12,3,0,0,0,0
3746,M,0,17889,4,2,289,20,13,0,0,0,0
3747,M,0,17961,4,3,98.5,9,17,1,0,0,0
3748,M,0,17961,4,2,102,29,7,0,0,0,0
3749,F,0,18013,4,1,44.5,9,2,0,0,0,0
3750,F,0,18013,4,3,116.5,5,33,1,0,0,0
3751,M,0,18017,4,1,17,13,3,0,0,0,0
3752,M,0,18017,4,2,39,3,13,0,0,0,0
3753,M,0,18017,4,4,119,9,6,0,0,0,0
3754,M,0,18017,4,1,34.5,9,4,0,0,0,0
3755,F,0,18018,4,3,122.5,11,16,0,0,0,0
3756,F,0,18018,4,4,208,24,6,0,0,0,0
3757,M,0,18036,4,1,15.5,17,19,0,0,1,0
3758,M,0,18036,4,3,170,20,14,0,0,0,0
3759,F,0,18042,4,3,161,24,13,0,0,0,1
3760,F,0,18042,4,3,58.5,30,4,0,0,0,0
3761,M,0,18045,4,1,114.5,28,15,0,0,0,0
3762,M,0,18045,4,4,301,32,20,0,0,1,0
3763,M,0,18049,4,1,153.5,19,2,0,0,0,0
3764,M,0,18049,4,1,164.5,17,27,1,0,0,0
3765,M,0,18054,4,1,14.5,25,12,0,0,0,0
3766,M,0,18054,4,4,105.5,15,30,0,0,1,0
3767,M,0,18064,4,1,29.5,19,22,0,0,1,0
3768,M,0,18064,4,2,46,24,24,1,0,0,0
3769,U,1,18069,4,4,85,10,12,0,0,0,0
3770,U,1,18069,4,1,19.5,7,25,1,0,0,0
3771,F,1,18080,4,2,59,1,30,1,0,0,0
3772,F,1,18080,4,1,9.5,31,23,0,0,1,0
3773,M,1,18102,4,1,74.5,34,2,0,0,0,0
3774,M,1,18102,4,2,218,14,2,0,0,0,0
3775,M,0,18103,4,2,35.5,14,33,1,0,0,0
3776,M,0,18103,4,1,8.5,4,29,0,0,1,0
3777,F,1,18104,4,5,223.5,5,24,1,0,0,0
3778,F,1,18104,4,3,138,6,4,0,0,0,0
3779,M,0,18104,4,1,89.5,4,34,1,0,0,0
3780,M,0,18104,4,1,59.5,25,19,0,0,1,0
3781,U,1,18201,4,1,19.5,21,31,1,0,0,0
3782,U,1,18201,4,4,151.5,11,1,0,0,0,0
3783,M,1,18229,4,2,44,14,20,1,0,0,0
3784,M,1,18229,4,1,44.5,11,21,1,0,0,0
3785,F,0,18301,4,1,29.5,8,18,0,0,1,0
3786,F,0,18301,4,2,18.5,5,27,0,0,1,0
3787,M,0,18328,4,1,39.5,24,33,0,0,1,0
3788,M,0,18328,4,1,54.5,31,13,0,0,0,0
3789,F,0,18347,4,4,381.5,15,24,0,0,1,0
3790,F,0,18347,4,2,19,13,18,1,0,0,0
3791,M,0,18360,4,3,192.5,5,16,0,1,0,0
3792,M,0,18360,4,1,62.5,17,16,0,0,0,0
3793,M,0,18411,4,1,19.5,25,17,0,0,0,0
3794,M,0,18411,4,3,130,6,8,0,0,0,0
3795,M,0,18428,4,1,62,26,27,0,0,1,0
3796,M,0,18428,4,4,219.5,14,7,0,0,0,0
3797,M,0,18444,4,3,251,6,3,0,0,0,0
3798,M,0,18444,4,1,52,20,12,0,0,0,0
3799,F,0,18503,4,2,129,10,23,1,0,0,0
3800,F,0,18503,4,2,34,11,28,1,0,0,0
3801,M,1,18510,4,4,191.5,33,6,0,0,0,0
3802,M,1,18510,4,5,171,6,29,0,0,1,0
3803,F,0,18612,4,5,227.5,19,32,0,0,1,0
3804,F,0,18612,4,1,9.5,34,27,0,0,1,0
3805,M,1,18640,4,1,48.5,24,18,0,0,1,0
3806,M,1,18640,4,1,64.5,9,19,0,0,1,1
3807,F,0,18657,4,4,77,11,12,0,0,0,0
3808,F,0,18657,4,2,44,20,3,0,0,0,0
3809,M,0,18704,4,2,49,3,23,1,0,0,0
3810,M,0,18704,4,2,101.5,14,22,0,0,1,0
3811,F,0,18707,4,2,91,14,25,0,1,1,0
3812,F,0,18707,4,1,29.5,3,16,1,0,0,0
3813,M,0,18818,4,1,29.5,27,19,0,0,0,0
3814,M,0,18818,4,1,14.5,21,3,0,0,0,0
3815,F,0,18853,4,1,31.5,32,20,1,0,0,0
3816,F,0,18853,4,2,26.5,12,30,0,0,1,0
3817,U,1,18901,4,3,186.5,3,1,0,0,0,0
3818,U,1,18901,4,1,124,7,18,0,0,0,0
3819,M,0,18901,4,1,19.5,7,8,0,0,0,0
3820,M,0,18901,4,2,153,12,17,0,0,1,0
3821,M,0,18914,4,1,74.5,10,7,0,0,0,0
3822,M,0,18914,4,1,22.5,8,15,0,0,0,0
3823,M,1,18929,4,3,38.5,17,1,0,0,0,0
3824,M,1,18929,4,3,221,30,26,0,0,1,0
3825,F,0,18938,4,1,64.5,21,32,0,0,1,0
3826,F,0,18938,4,3,135,14,14,0,0,0,0
3827,F,0,18940,4,1,49.5,24,30,0,0,1,0
3828,F,0,18940,4,2,199,1,27,0,0,1,0
3829,M,0,18943,4,1,19.5,13,4,0,0,0,0
3830,M,0,18943,4,1,27,20,26,1,0,0,0
3831,U,1,18951,4,5,242.5,2,13,0,0,0,0
3832,U,1,18951,4,5,233,3,8,0,0,0,0
3833,M,0,18954,4,2,134,20,30,1,0,0,0
3834,M,0,18954,4,1,29.5,18,17,0,0,1,1
3835,U,0,18964,4,2,45,7,20,1,0,0,0
3836,U,0,18964,4,2,52,16,19,0,0,0,0
3837,F,0,18966,4,2,74,6,30,0,0,1,0
3838,F,0,18966,4,2,49,11,1,0,0,0,0
3839,M,0,18966,4,1,79.5,20,23,1,0,0,0
3840,M,0,18966,4,3,127.5,26,14,0,0,0,0
3841,M,0,18974,4,1,66.5,30,8,0,0,0,0
3842,M,0,18974,4,2,109,20,13,0,0,0,0
3843,M,0,18974,4,4,158,25,8,0,0,0,0
3844,M,0,18974,4,1,36.5,32,22,0,0,1,0
3845,M,0,18977,4,2,36.5,3,11,0,0,0,0
3846,M,0,18977,4,2,53,1,27,1,0,0,0
3847,M,0,19002,4,1,12,12,1,0,0,0,0
3848,M,0,19002,4,1,29,17,10,0,0,0,0
3849,U,0,19002,4,2,130.5,23,6,0,0,0,0
3850,U,0,19002,4,1,57,16,16,1,0,0,0
3851,M,0,19003,4,2,78,13,27,0,0,1,1
3852,M,0,19003,4,3,148.5,18,7,0,0,0,0
3853,M,0,19004,4,1,82,15,12,0,0,0,0
3854,M,0,19004,4,1,81,31,2,0,0,0,0
3855,M,0,19006,4,1,84.5,25,28,0,0,1,0
3856,M,0,19006,4,2,114.5,7,20,1,0,0,0
3857,M,0,19006,4,3,113.5,9,7,0,0,0,0
3858,M,0,19006,4,2,53.5,24,29,1,0,0,0
3859,U,1,19008,4,3,137.5,17,22,1,0,0,0
3860,U,1,19008,4,1,49.5,4,3,0,0,0,0
3861,U,1,19010,4,5,263.5,17,4,0,0,0,0
3862,U,1,19010,4,1,94.5,25,13,0,0,0,0
3863,M,1,19010,4,1,12,22,11,0,0,0,0
3864,M,1,19010,4,1,80.5,16,9,0,0,0,0
3865,U,1,19014,4,1,89.5,1,13,0,0,0,0
3866,U,1,19014,4,1,94.5,23,20,0,0,1,0
3867,M,0,19018,4,1,17.5,3,34,0,0,1,0
3868,M,0,19018,4,2,154.5,19,32,0,0,1,0
3869,F,1,19020,4,2,49,14,33,1,0,0,1
3870,F,1,19020,4,4,94.5,7,34,0,0,1,0
3871,F,0,19021,4,1,24.5,24,7,0,0,0,0
3872,F,0,19021,4,2,92.5,6,9,0,1,0,0
3873,M,0,19026,4,3,110,18,2,0,0,0,0
3874,M,0,19026,4,1,85,1,28,1,0,0,0
3875,M,0,19027,4,1,24.5,10,11,0,0,0,0
3876,M,0,19027,4,3,138.5,7,17,1,0,0,0
3877,M,0,19029,4,1,47,19,18,1,0,0,0
3878,M,0,19029,4,2,28,27,18,0,0,1,1
3879,M,0,19033,4,1,43,18,10,0,0,0,0
3880,M,0,19033,4,1,44.5,16,29,1,0,0,0
3881,M,0,19035,4,1,39.5,9,31,1,0,0,0
3882,M,0,19035,4,4,197,1,23,0,0,1,0
3883,M,0,19038,4,2,239,8,2,0,0,0,0
3884,M,0,19038,4,1,4.5,18,21,0,0,1,0
3885,M,0,19040,4,1,39.5,21,22,0,0,1,0
3886,M,0,19040,4,1,19.5,25,17,0,0,1,0
3887,M,0,19044,4,1,24.5,20,12,0,0,0,0
3888,M,0,19044,4,5,216.5,21,35,0,0,1,0
3889,M,1,19046,4,1,69.5,16,6,0,0,0,0
3890,M,1,19046,4,2,102.5,17,8,0,0,0,0
3891,F,0,19046,4,1,79.5,27,33,1,0,0,0
3892,F,0,19046,4,2,80.5,22,19,0,0,1,0
3893,M,0,19047,4,5,211.5,24,24,0,0,1,1
3894,M,0,19047,4,3,488,4,26,1,0,0,0
3895,U,1,19050,4,3,96,24,33,0,0,1,0
3896,U,1,19050,4,3,106,18,23,1,0,0,0
3897,F,0,19053,4,5,500.5,35,14,0,0,0,0
3898,F,0,19053,4,1,39.5,14,3,0,0,0,0
3899,M,0,19054,4,1,124.5,6,4,0,0,0,0
3900,M,0,19054,4,2,104,26,31,1,0,0,0
3901,M,0,19057,4,5,86.5,30,13,0,0,0,0
3902,M,0,19057,4,1,14.5,11,6,0,0,0,0
3903,M,0,19063,4,1,39.5,6,14,0,0,0,0
3904,M,0,19063,4,4,189,24,18,0,0,1,0
3905,M,0,19063,4,1,29.5,17,3,0,0,0,0
3906,M,0,19063,4,1,19.5,30,9,0,0,0,0
3907,M,0,19063,4,1,154.5,19,2,0,0,0,0
3908,M,0,19063,4,1,19.5,7,3,0,0,0,0
3909,M,0,19064,4,1,9.5,25,33,0,0,1,0
3910,M,0,19064,4,1,78,31,12,0,0,0,0
3911,F,0,19067,4,2,167.5,4,9,0,0,0,0
3912,F,0,19067,4,3,198.5,22,15,0,0,0,0
3913,M,0,19067,4,3,196,34,11,0,0,0,0
3914,M,0,19067,4,2,49,36,10,0,0,0,0
3915,M,0,19067,4,2,34,13,12,0,0,0,0
3916,M,0,19067,4,1,17.5,6,21,0,0,1,0
3917,M,0,19072,4,4,98,19,15,0,0,0,0
3918,M,0,19072,4,2,84,27,25,0,0,1,0
3919,F,1,19073,4,5,218.5,19,25,1,0,0,0
3920,F,1,19073,4,1,17,3,22,0,0,1,0
3921,M,1,19076,4,1,17.5,31,4,0,0,0,0
3922,M,1,19076,4,5,120,1,25,0,0,1,1
3923,M,0,19081,4,1,34.5,15,11,0,0,0,0
3924,M,0,19081,4,2,94,27,1,0,0,0,0
3925,F,0,19083,4,1,19.5,25,24,1,0,0,0
3926,F,0,19083,4,2,78,27,22,0,0,1,0
3927,M,0,19083,4,3,95.5,24,2,0,0,0,0
3928,M,0,19083,4,1,130,27,26,0,0,1,0
3929,U,0,19086,4,2,101.5,24,14,0,0,0,0
3930,U,0,19086,4,1,19.5,24,11,0,0,0,0
3931,F,0,19087,4,1,51.5,29,26,1,0,0,0
3932,F,0,19087,4,1,74.5,13,20,1,0,0,0
3933,M,0,19087,4,1,69.5,15,32,1,0,0,0
3934,M,0,19087,4,2,119,1,17,1,0,0,0
3935,M,0,19087,4,2,7,32,5,0,0,0,0
3936,M,0,19087,4,2,195.5,1,15,0,0,0,0
3937,M,0,19090,4,1,19.5,26,2,0,0,0,0
3938,M,0,19090,4,3,78.5,9,1,0,0,0,0
3939,M,0,19095,4,5,338.5,14,3,0,0,0,0
3940,M,0,19095,4,1,64.5,19,8,0,0,0,0
3941,M,0,19096,4,2,161.5,6,25,1,0,0,0
3942,M,0,19096,4,2,49,21,20,1,0,0,0
3943,M,1,19102,4,1,19.5,15,21,0,0,1,0
3944,M,1,19102,4,1,74.5,32,34,0,0,1,0
3945,F,0,19103,4,1,53.5,27,3,0,0,0,0
3946,F,0,19103,4,1,49,5,2,0,0,0,0
3947,M,0,19103,4,1,119.5,21,8,0,0,0,0
3948,M,0,19103,4,1,109.5,18,19,0,0,1,0
3949,M,0,19103,4,2,69,10,31,0,0,1,0
3950,M,0,19103,4,2,148.5,23,27,1,0,0,0
3951,M,0,19104,4,1,98.5,17,5,0,0,0,0
3952,M,0,19104,4,2,47,12,7,0,1,0,0
3953,M,0,19106,4,3,130,2,31,0,0,1,0
3954,M,0,19106,4,4,60.5,1,18,1,0,0,1
3955,F,0,19107,4,1,6,26,7,0,0,0,0
3956,F,0,19107,4,4,104,17,29,1,0,0,0
3957,M,0,19111,4,2,28,17,22,1,0,0,0
3958,M,0,19111,4,4,60.5,7,10,0,0,0,0
3959,F,0,19114,4,3,123.5,6,7,0,0,0,0
3960,F,0,19114,4,3,181,18,3,0,0,0,0
3961,M,1,19115,4,1,9.5,19,12,0,0,0,0
3962,M,1,19115,4,3,435.5,19,5,0,0,0,0
3963,M,1,19118,4,1,49.5,27,26,0,0,1,0
3964,M,1,19118,4,5,451.5,1,17,0,0,0,0
3965,M,0,19119,4,1,22,4,13,0,0,0,0
3966,M,0,19119,4,4,115.5,14,12,0,0,0,0
3967,M,0,19120,4,1,24.5,10,17,0,0,0,0
3968,M,0,19120,4,3,86.5,4,21,1,0,0,0
3969,M,0,19124,4,4,232.5,9,19,0,0,1,0
3970,M,0,19124,4,3,116.5,14,3,0,0,0,0
3971,M,0,19128,4,4,63.5,12,30,0,0,1,0
3972,M,0,19128,4,2,61.5,25,7,0,0,0,0
3973,M,1,19129,4,5,357.5,11,27,0,0,1,0
3974,M,1,19129,4,3,76.5,36,18,0,0,0,0
3975,M,1,19131,4,3,191,3,29,0,0,1,0
3976,M,1,19131,4,1,49.5,10,11,0,0,0,0
3977,M,0,19134,4,1,52,18,21,0,0,1,0
3978,M,0,19134,4,1,39.5,1,32,0,0,1,0
3979,M,0,19137,4,3,76,14,8,0,0,0,1
3980,M,0,19137,4,1,9.5,36,13,0,0,0,0
3981,F,0,19142,4,1,165.5,29,6,0,0,0,0
3982,F,0,19142,4,5,243,25,11,0,0,0,0
3983,F,0,19144,4,1,119.5,15,1,0,0,0,0
3984,F,0,19144,4,5,275,9,1,0,0,0,0
3985,F,0,19146,4,2,46.5,17,18,0,1,0,0
3986,F,0,19146,4,1,87,30,13,0,0,0,0
3987,F,0,19147,4,1,4.5,12,13,0,0,0,0
3988,F,0,19147,4,5,260,14,13,0,0,0,0
3989,M,1,19149,4,1,38,17,28,0,0,1,0
3990,M,1,19149,4,2,45,13,22,1,0,0,0
3991,M,0,19151,4,4,232,7,4,0,0,0,0
3992,M,0,19151,4,3,134.5,32,16,0,0,0,0
3993,M,0,19154,4,3,89.5,12,4,0,0,0,0
3994,M,0,19154,4,2,101.5,1,1,0,0,0,0
3995,M,0,19301,4,5,263,6,16,1,0,0,0
3996,M,0,19301,4,1,39.5,14,35,0,0,1,0
3997,M,0,19312,4,1,62,18,7,0,0,0,0
3998,M,0,19312,4,2,79.5,17,12,0,0,0,0
3999,M,0,19317,4,4,128.5,31,12,0,0,0,0
4000,M,0,19317,4,1,24.5,17,6,0,0,0,0
4001,M,0,19320,4,3,58.5,13,9,0,0,0,0
4002,M,0,19320,4,3,100,27,26,1,0,0,0
4003,M,0,19333,4,2,41.5,4,18,0,0,0,0
4004,M,0,19333,4,4,193.5,8,2,0,0,0,0
4005,M,1,19335,4,2,77,25,7,0,0,0,0
4006,M,1,19335,4,2,117.5,21,22,1,0,0,0
4007,M,1,19335,4,1,39.5,14,18,0,0,1,0
4008,M,1,19335,4,1,44.5,19,7,0,0,0,0
4009,U,0,19341,4,2,153,7,18,1,0,0,0
4010,U,0,19341,4,3,127.5,18,16,1,0,0,0
4011,F,1,19341,4,1,94.5,15,5,0,0,0,0
4012,F,1,19341,4,1,14.5,7,1,0,0,0,0
4013,F,0,19344,4,3,101,31,5,0,0,0,0
4014,F,0,19344,4,1,12,11,25,1,0,0,0
4015,M,0,19348,4,2,139,20,4,0,0,0,0
4016,M,0,19348,4,1,57,12,10,0,0,0,0
4017,F,0,19355,4,1,39.5,16,3,0,0,0,0
4018,F,0,19355,4,3,227,9,26,1,0,0,0
4019,M,0,19355,4,2,129,7,5,0,0,0,0
4020,M,0,19355,4,1,62.5,15,19,0,0,1,0
4021,M,0,19363,4,1,8.5,28,35,1,0,0,0
4022,M,0,19363,4,1,87.5,17,11,0,0,0,0
4023,F,1,19380,4,1,4.5,12,19,1,0,0,0
4024,F,1,19380,4,1,24.5,31,2,0,0,0,0
4025,F,1,19380,4,2,28,20,9,0,0,0,0
4026,F,1,19380,4,2,93,12,25,1,0,0,0
4027,M,0,19380,4,1,24.5,23,1,0,0,0,0
4028,M,0,19380,4,1,12.5,24,8,0,0,0,0
4029,M,0,19382,4,3,176,12,27,0,0,1,1
4030,M,0,19382,4,3,108.5,1,2,0,0,0,0
4031,M,0,19382,4,2,101.5,1,20,0,1,1,0
4032,M,0,19382,4,1,29.5,34,13,0,0,0,0
4033,M,0,19382,4,3,241.5,7,4,0,0,0,0
4034,M,0,19382,4,1,24.5,2,29,1,0,0,0
4035,M,0,19399,4,1,39.5,14,23,1,0,0,0
4036,M,0,19399,4,4,123,21,1,0,0,0,0
4037,M,0,19401,4,1,26.5,7,5,0,0,0,0
4038,M,0,19401,4,1,49.5,20,10,0,0,0,0
4039,M,1,19403,4,1,139.5,13,2,0,0,0,0
4040,M,1,19403,4,1,24.5,4,31,0,0,1,0
4041,M,0,19403,4,3,144,11,2,0,0,0,0
4042,M,0,19403,4,2,96.5,1,10,0,0,0,0
4043,M,0,19406,4,1,152,2,17,0,0,0,0
4044,M,0,19406,4,2,237,36,21,1,0,0,0
4045,M,0,19406,4,1,29.5,24,36,0,0,1,0
4046,M,0,19406,4,3,40.5,29,24,0,0,1,0
4047,M,0,19422,4,1,32,31,36,1,0,0,0
4048,M,0,19422,4,1,39.5,15,26,1,0,0,0
4049,M,0,19425,4,3,28.5,14,2,0,0,0,0
4050,M,0,19425,4,1,32,20,31,1,0,0,0
4051,M,0,19426,4,2,56,11,7,0,0,0,0
4052,M,0,19426,4,3,149,17,26,1,0,0,0
4053,M,0,19428,4,1,34.5,22,16,1,0,0,0
4054,M,0,19428,4,1,35.5,28,30,0,0,1,0
4055,F,0,19438,4,1,24.5,20,33,1,0,0,0
4056,F,0,19438,4,5,157,7,4,0,0,0,0
4057,M,0,19444,4,4,77.5,6,9,0,0,0,0
4058,M,0,19444,4,2,44,6,3,0,0,0,0
4059,F,0,19446,4,1,21,22,16,0,0,0,0
4060,F,0,19446,4,1,89.5,32,19,0,0,1,0
4061,M,0,19446,4,1,17.5,5,12,0,0,0,0
4062,M,0,19446,4,1,9.5,32,35,1,0,0,1
4063,M,0,19454,4,1,12,14,16,1,0,0,0
4064,M,0,19454,4,5,117,2,27,1,0,0,1
4065,M,0,19454,4,1,33,11,5,0,0,0,0
4066,M,0,19454,4,3,78.5,9,36,1,0,0,0
4067,M,0,19460,4,2,49,13,1,0,0,0,0
4068,M,0,19460,4,3,220.5,21,29,0,0,1,0
4069,M,0,19462,4,1,73,20,11,0,0,0,0
4070,M,0,19462,4,2,99,15,19,0,0,1,0
4071,F,0,19464,4,1,59.5,34,14,0,0,0,0
4072,F,0,19464,4,3,55.5,1,15,0,0,0,0
4073,M,0,19468,4,3,142,1,11,0,0,0,0
4074,M,0,19468,4,5,462.5,19,6,0,0,0,0
4075,M,0,19477,4,3,35.5,24,4,0,0,0,0
4076,M,0,19477,4,1,8.5,17,18,1,0,0,0
4077,M,0,19506,4,1,74.5,19,13,0,0,0,0
4078,M,0,19506,4,2,144.5,8,26,1,0,0,0
4079,M,0,19518,4,1,39.5,30,30,1,0,0,0
4080,M,0,19518,4,1,6,15,31,1,0,0,0
4081,U,1,19525,4,1,64.5,12,2,0,0,0,0
4082,U,1,19525,4,1,21,36,30,0,0,1,0
4083,U,0,19540,4,4,109,6,29,0,0,1,0
4084,U,0,19540,4,1,9.5,24,28,0,0,1,0
4085,M,0,19567,4,1,44.5,12,18,0,0,1,0
4086,M,0,19567,4,4,284.5,1,5,0,0,0,0
4087,M,0,19605,4,4,76.5,25,30,1,0,0,0
4088,M,0,19605,4,1,9.5,24,27,1,0,0,0
4089,M,0,19606,4,2,369.5,17,4,0,0,0,0
4090,M,0,19606,4,2,116.5,24,12,0,0,0,0
4091,M,0,19608,4,1,117,23,9,0,0,0,0
4092,M,0,19608,4,1,14.5,10,9,0,0,0,0
4093,M,1,19610,4,2,49,20,25,0,0,1,0
4094,M,1,19610,4,1,24.5,17,19,1,0,0,0
4095,M,1,19701,4,2,53.5,24,17,1,0,0,0
4096,M,1,19701,4,1,119.5,19,24,0,0,1,0
4097,M,1,19702,4,1,77,12,18,0,0,0,0
4098,M,1,19702,4,1,77,7,12,0,0,0,0
4099,M,0,19707,4,3,184.5,5,2,0,0,0,0
4100,M,0,19707,4,1,21,13,12,0,0,0,0
4101,M,0,19707,4,5,129,27,12,0,0,0,0
4102,M,0,19707,4,2,30.5,13,15,0,0,0,0
4103,M,0,19711,4,1,51.5,28,3,0,0,0,0
4104,M,0,19711,4,1,34.5,12,25,1,0,0,0
4105,F,0,19711,4,1,24.5,4,11,0,0,0,0
4106,F,0,19711,4,1,9.5,28,7,0,0,0,0
4107,F,0,19711,4,3,73.5,11,20,1,0,0,0
4108,F,0,19711,4,1,76,27,13,0,0,0,0
4109,M,1,19713,4,3,256.5,6,22,1,0,0,0
4110,M,1,19713,4,1,7,13,13,0,0,0,0
4111,U,1,19720,4,4,111,15,11,0,0,0,0
4112,U,1,19720,4,1,49.5,22,22,0,0,1,0
4113,M,1,19801,4,1,79.5,19,10,0,0,0,0
4114,M,1,19801,4,1,19.5,18,11,0,0,0,0
4115,F,0,19803,4,1,3.5,14,18,0,0,0,0
4116,F,0,19803,4,1,29.5,25,11,0,0,0,0
4117,M,0,19803,4,2,79,1,6,0,0,0,0
4118,M,0,19803,4,2,99,12,36,0,0,1,0
4119,M,0,19804,4,1,49.5,12,4,0,0,0,0
4120,M,0,19804,4,4,108.5,6,14,0,0,0,0
4121,M,0,19806,4,2,79,6,21,1,0,0,0
4122,M,0,19806,4,1,94.5,18,10,0,0,0,0
4123,U,0,19807,4,2,37.5,17,8,0,0,0,0
4124,U,0,19807,4,1,17.5,19,29,1,0,0,0
4125,M,0,19808,4,1,64.5,12,14,0,0,0,0
4126,M,0,19808,4,1,7.5,26,10,0,0,0,0
4127,M,0,19808,4,3,38.5,6,1,0,0,0,0
4128,M,0,19808,4,3,29.5,10,15,0,0,0,0
4129,M,0,19810,4,1,44.5,28,25,1,0,0,0
4130,M,0,19810,4,2,89,19,35,0,0,1,0
4131,F,0,19810,4,1,17,11,29,1,0,0,0
4132,F,0,19810,4,1,24.5,34,8,0,0,0,0
4133,M,0,19901,4,1,29.5,11,22,1,0,0,0
4134,M,0,19901,4,1,122,14,8,0,0,0,0
4135,M,1,19903,4,2,76.5,8,2,0,0,0,0
4136,M,1,19903,4,4,117.5,2,36,1,0,0,0
4137,M,1,19930,4,3,172.5,15,3,0,0,0,0
4138,M,1,19930,4,2,89,21,22,0,0,1,0
4139,U,1,19947,4,5,131.5,4,11,0,0,0,0
4140,U,1,19947,4,1,19.5,11,5,0,0,0,0
4141,F,0,19958,4,2,69,23,29,0,1,1,0
4142,F,0,19958,4,2,89,21,2,0,0,0,0
4143,M,0,19969,4,4,167,35,20,0,0,1,0
4144,M,0,19969,4,3,98,22,7,0,0,0,0
4145,M,0,19973,4,4,214,1,34,0,0,1,0
4146,M,0,19973,4,3,110.5,5,14,0,0,0,0
4147,U,0,20001,4,2,67,11,32,1,0,0,0
4148,U,0,20001,4,2,54,9,17,0,0,1,0
4149,M,0,20002,4,1,17.5,19,11,0,0,0,0
4150,M,0,20002,4,1,9.5,15,24,1,0,0,0
4151,F,0,20002,4,1,10.5,4,18,0,0,0,0
4152,F,0,20002,4,1,24.5,12,24,1,0,0,0
4153,M,0,20003,4,1,9.5,8,11,0,0,0,0
4154,M,0,20003,4,1,44.5,24,9,0,0,0,0
4155,M,0,20004,4,2,59,24,19,0,0,0,0
4156,M,0,20004,4,1,44.5,4,28,0,0,1,0
4157,M,1,20005,4,3,74.5,2,6,0,0,0,0
4158,M,1,20005,4,1,19.5,9,8,0,0,0,0
4159,M,0,20005,4,1,14.5,12,3,0,0,0,0
4160,M,0,20005,4,1,49.5,23,7,0,0,0,0
4161,F,1,20006,4,1,19.5,6,22,1,0,0,0
4162,F,1,20006,4,3,249.5,5,17,0,1,0,0
4163,F,1,20006,4,2,167.5,2,20,1,0,0,0
4164,F,1,20006,4,5,170.5,7,1,0,0,0,0
4165,U,0,20007,4,1,22,29,2,0,0,0,0
4166,U,0,20007,4,2,76,25,28,1,0,0,0
4167,M,0,20007,4,2,129,11,21,1,0,0,0
4168,M,0,20007,4,1,19.5,1,8,0,0,0,0
4169,U,0,20008,4,1,44.5,17,26,0,0,1,0
4170,U,0,20008,4,1,149.5,21,35,1,0,0,0
4171,M,0,20008,4,1,24.5,1,25,1,0,0,0
4172,M,0,20008,4,2,48,13,12,0,0,0,0
4173,M,0,20008,4,1,8.5,5,11,0,0,0,0
4174,M,0,20008,4,1,37,23,20,1,0,0,0
4175,M,1,20009,5,4,192,5,15,1,0,0,0
4176,M,1,20009,5,2,55.5,20,17,0,0,0,0
4177,F,1,20009,5,2,41.5,36,12,0,0,0,0
4178,F,1,20009,5,1,9.5,3,19,0,0,1,0
4179,M,0,20009,5,1,39.5,14,29,0,0,1,1
4180,M,0,20009,5,3,187,7,6,0,0,0,0
4181,F,0,20011,5,1,71.5,4,6,0,0,0,0
4182,F,0,20011,5,5,186.5,7,13,0,0,0,0
4183,U,0,20011,5,1,29.5,32,16,1,0,0,0
4184,U,0,20011,5,1,68.5,30,32,1,0,0,0
4185,M,0,20015,5,1,9.5,24,16,0,0,0,0
4186,M,0,20015,5,1,44.5,22,4,0,0,0,0
4187,F,0,20015,5,5,207,13,4,0,0,0,0
4188,F,0,20015,5,3,41,12,2,0,1,0,0
4189,M,0,20016,5,1,24.5,9,31,1,0,0,0
4190,M,0,20016,5,1,14.5,30,36,0,0,1,0
4191,F,0,20016,5,2,124.5,29,24,1,0,0,0
4192,F,0,20016,5,3,160.5,4,3,0,0,0,0
4193,M,0,20016,5,1,39.5,13,4,0,0,0,0
4194,M,0,20016,5,1,42,9,6,0,0,0,0
4195,M,0,20017,5,5,906.5,24,25,0,0,1,0
4196,M,0,20017,5,5,260,24,23,1,0,0,0
4197,M,0,20019,5,2,75.5,4,34,0,0,1,0
4198,M,0,20019,5,3,166,14,15,0,0,0,0
4199,F,0,20024,5,3,106,6,35,1,0,0,0
4200,F,0,20024,5,2,114,2,19,0,0,1,0
4201,M,0,20036,5,1,34.5,10,11,0,0,0,0
4202,M,0,20036,5,4,348,9,5,0,0,0,0
4203,F,1,20036,5,2,72.5,15,24,1,0,0,0
4204,F,1,20036,5,5,163.5,5,12,0,0,0,0
4205,F,1,20036,5,4,39.5,8,7,0,0,0,0
4206,F,1,20036,5,5,116.5,18,2,0,0,0,0
4207,F,1,20036,5,1,34.5,13,14,0,0,0,0
4208,F,1,20036,5,1,54.5,13,20,0,0,1,0
4209,M,1,20037,5,4,67,6,33,1,0,0,0
4210,M,1,20037,5,2,39,2,4,0,0,0,0
4211,M,0,20045,5,1,29.5,34,4,0,0,0,0
4212,M,0,20045,5,2,79,1,21,0,0,1,0
4213,M,0,20164,5,1,9.5,12,10,0,0,0,0
4214,M,0,20164,5,3,69,13,2,0,0,0,0
4215,M,0,20164,5,4,279,9,23,0,0,1,0
4216,M,0,20164,5,1,29.5,6,19,1,0,0,0
